section_id,section_text,word_id,concept(sub),relation,obj,question,answer
3,"When he came to court they at once took him on as a herdsman. The place was not bad, there was good food, and good wages, and the chance of winning the princess besides. Yet if no more than a single one of the
king's hares were to be lost, they would cut three red strips from his
back, and throw him into the snake-pit.

As long as Peter was on the common or in the enclosure, he kept his
hares together nicely, but later, when they reached the forest, they ran
away from him across the hills. Peter ran after them with tremendous
leaps, as long as he thought he could catch even a single hare, but when
the very last one had vanished, his breath was gone, and he saw no more
of them. Toward noon he went home, taking his time about it, and when he
reached the enclosure, he looked around for them on all sides, but no
hares came. And then, when he came to the castle, there stood the king
with the knife in his hand. He cut three red strips from his back, and
cast him into the snake-pit.",28,wage,is a,regular_payment,What is minimum wage?,It's the minimum regular pay.
3,"When he came to court they at once took him on as a herdsman. The place was not bad, there was good food, and good wages, and the chance of winning the princess besides. Yet if no more than a single one of the
king's hares were to be lost, they would cut three red strips from his
back, and throw him into the snake-pit.

As long as Peter was on the common or in the enclosure, he kept his
hares together nicely, but later, when they reached the forest, they ran
away from him across the hills. Peter ran after them with tremendous
leaps, as long as he thought he could catch even a single hare, but when
the very last one had vanished, his breath was gone, and he saw no more
of them. Toward noon he went home, taking his time about it, and when he
reached the enclosure, he looked around for them on all sides, but no
hares came. And then, when he came to the castle, there stood the king
with the knife in his hand. He cut three red strips from his back, and
cast him into the snake-pit.",85,enclosure,is a,area,What is an enclosure?,An enclosure is an area separated with fence.
3,"When he came to court they at once took him on as a herdsman. The place was not bad, there was good food, and good wages, and the chance of winning the princess besides. Yet if no more than a single one of the
king's hares were to be lost, they would cut three red strips from his
back, and throw him into the snake-pit.

As long as Peter was on the common or in the enclosure, he kept his
hares together nicely, but later, when they reached the forest, they ran
away from him across the hills. Peter ran after them with tremendous
leaps, as long as he thought he could catch even a single hare, but when
the very last one had vanished, his breath was gone, and he saw no more
of them. Toward noon he went home, taking his time about it, and when he
reached the enclosure, he looked around for them on all sides, but no
hares came. And then, when he came to the castle, there stood the king
with the knife in his hand. He cut three red strips from his back, and
cast him into the snake-pit.",124,thought,is capable of,form_idea,What is thought capable of?,It can be capable of forming an idea.
3,"When he came to court they at once took him on as a herdsman. The place was not bad, there was good food, and good wages, and the chance of winning the princess besides. Yet if no more than a single one of the
king's hares were to be lost, they would cut three red strips from his
back, and throw him into the snake-pit.

As long as Peter was on the common or in the enclosure, he kept his
hares together nicely, but later, when they reached the forest, they ran
away from him across the hills. Peter ran after them with tremendous
leaps, as long as he thought he could catch even a single hare, but when
the very last one had vanished, his breath was gone, and he saw no more
of them. Toward noon he went home, taking his time about it, and when he
reached the enclosure, he looked around for them on all sides, but no
hares came. And then, when he came to the castle, there stood the king
with the knife in his hand. He cut three red strips from his back, and
cast him into the snake-pit.",149,saw,is used for,cutting,What do lumbermen use for cutting down trees?,They use saws.
3,"When he came to court they at once took him on as a herdsman. The place was not bad, there was good food, and good wages, and the chance of winning the princess besides. Yet if no more than a single one of the
king's hares were to be lost, they would cut three red strips from his
back, and throw him into the snake-pit.

As long as Peter was on the common or in the enclosure, he kept his
hares together nicely, but later, when they reached the forest, they ran
away from him across the hills. Peter ran after them with tremendous
leaps, as long as he thought he could catch even a single hare, but when
the very last one had vanished, his breath was gone, and he saw no more
of them. Toward noon he went home, taking his time about it, and when he
reached the enclosure, he looked around for them on all sides, but no
hares came. And then, when he came to the castle, there stood the king
with the knife in his hand. He cut three red strips from his back, and
cast him into the snake-pit.",204,knife,is capable of,cut_apple,"If you want to cut an apple, what would you use?",A knife.
3,"When he came to court they at once took him on as a herdsman. The place was not bad, there was good food, and good wages, and the chance of winning the princess besides. Yet if no more than a single one of the
king's hares were to be lost, they would cut three red strips from his
back, and throw him into the snake-pit.

As long as Peter was on the common or in the enclosure, he kept his
hares together nicely, but later, when they reached the forest, they ran
away from him across the hills. Peter ran after them with tremendous
leaps, as long as he thought he could catch even a single hare, but when
the very last one had vanished, his breath was gone, and he saw no more
of them. Toward noon he went home, taking his time about it, and when he
reached the enclosure, he looked around for them on all sides, but no
hares came. And then, when he came to the castle, there stood the king
with the knife in his hand. He cut three red strips from his back, and
cast him into the snake-pit.",204,knife,is capable of,cut_apple,What can a knife be used for?,It can be used to cut an apple.
4,"After a while Paul decided to go to the castle and herd the king's
hares. His father told him what he had told Peter, and more besides. But
he insisted on going, and would not listen, and he fared neither better
nor worse than Peter had. The old woman stood and pulled and jerked at
her nose in the tree-trunk, and he laughed, found it very amusing, and
let her stand there and torment herself. He was at once taken into
service, but the hares all ran away across the hills, though he pursued
them, and worked away like a shepherd dog in the sun, and when he came
back to the castle in the evening minus his hares, there stood the king
with the knife in his hand, cut three broad strips from his back, rubbed
in pepper and salt, and flung him into the snake-pit.",39,listen,is the antonym of,ignore,"If a student listens to the teacher very carefully, what is he/she doing?",He/she is focusing.
4,"After a while Paul decided to go to the castle and herd the king's
hares. His father told him what he had told Peter, and more besides. But
he insisted on going, and would not listen, and he fared neither better
nor worse than Peter had. The old woman stood and pulled and jerked at
her nose in the tree-trunk, and he laughed, found it very amusing, and
let her stand there and torment herself. He was at once taken into
service, but the hares all ran away across the hills, though he pursued
them, and worked away like a shepherd dog in the sun, and when he came
back to the castle in the evening minus his hares, there stood the king
with the knife in his hand, cut three broad strips from his back, rubbed
in pepper and salt, and flung him into the snake-pit.",39,listen,is the antonym of,ignore,What is the opposite of ignore?,Listen.
4,"After a while Paul decided to go to the castle and herd the king's
hares. His father told him what he had told Peter, and more besides. But
he insisted on going, and would not listen, and he fared neither better
nor worse than Peter had. The old woman stood and pulled and jerked at
her nose in the tree-trunk, and he laughed, found it very amusing, and
let her stand there and torment herself. He was at once taken into
service, but the hares all ran away across the hills, though he pursued
them, and worked away like a shepherd dog in the sun, and when he came
back to the castle in the evening minus his hares, there stood the king
with the knife in his hand, cut three broad strips from his back, rubbed
in pepper and salt, and flung him into the snake-pit.",74,amuse,has subevent,entertain,How can amusement help kids to pay attention?,It entertains them in many ways.
4,"After a while Paul decided to go to the castle and herd the king's
hares. His father told him what he had told Peter, and more besides. But
he insisted on going, and would not listen, and he fared neither better
nor worse than Peter had. The old woman stood and pulled and jerked at
her nose in the tree-trunk, and he laughed, found it very amusing, and
let her stand there and torment herself. He was at once taken into
service, but the hares all ran away across the hills, though he pursued
them, and worked away like a shepherd dog in the sun, and when he came
back to the castle in the evening minus his hares, there stood the king
with the knife in his hand, cut three broad strips from his back, rubbed
in pepper and salt, and flung him into the snake-pit.",101,hill,is used for,climb,"If you want to get on the top of the hill, what should you do?",I should try my best to climb to the top of it.
4,"After a while Paul decided to go to the castle and herd the king's
hares. His father told him what he had told Peter, and more besides. But
he insisted on going, and would not listen, and he fared neither better
nor worse than Peter had. The old woman stood and pulled and jerked at
her nose in the tree-trunk, and he laughed, found it very amusing, and
let her stand there and torment herself. He was at once taken into
service, but the hares all ran away across the hills, though he pursued
them, and worked away like a shepherd dog in the sun, and when he came
back to the castle in the evening minus his hares, there stood the king
with the knife in his hand, cut three broad strips from his back, rubbed
in pepper and salt, and flung him into the snake-pit.",155,pepper,has context of,cooking,When do you usually use pepper?,When I am cooking.
4,"After a while Paul decided to go to the castle and herd the king's
hares. His father told him what he had told Peter, and more besides. But
he insisted on going, and would not listen, and he fared neither better
nor worse than Peter had. The old woman stood and pulled and jerked at
her nose in the tree-trunk, and he laughed, found it very amusing, and
let her stand there and torment herself. He was at once taken into
service, but the hares all ran away across the hills, though he pursued
them, and worked away like a shepherd dog in the sun, and when he came
back to the castle in the evening minus his hares, there stood the king
with the knife in his hand, cut three broad strips from his back, rubbed
in pepper and salt, and flung him into the snake-pit.",155,pepper,is a,spice,What is pepper?,Pepper is a type of spice with attractive flavour.
4,"After a while Paul decided to go to the castle and herd the king's
hares. His father told him what he had told Peter, and more besides. But
he insisted on going, and would not listen, and he fared neither better
nor worse than Peter had. The old woman stood and pulled and jerked at
her nose in the tree-trunk, and he laughed, found it very amusing, and
let her stand there and torment herself. He was at once taken into
service, but the hares all ran away across the hills, though he pursued
them, and worked away like a shepherd dog in the sun, and when he came
back to the castle in the evening minus his hares, there stood the king
with the knife in his hand, cut three broad strips from his back, rubbed
in pepper and salt, and flung him into the snake-pit.",157,salt,is at location of,ocean,Why does the ocean tates salty?,Because it has salt in it.
5,"Then, after some time had passed, the youngest decided to set out to
herd the king's hares, and told his father of his intention. He thought
that would be just the work for him, to loaf about in forest and field,
look for strawberry patches, herd a flock of hares, and lie down and
sleep in the sun between times. His father thought that there was other
work that would suit him better, and that even if he fared no worse than
his brothers, it was quite certain that he would fare no better. Whoever
herded the king's hares must not drag along as though he had lead in
his soles, or like a fly on a limerod. And that when the hares took to
their heels, it was a horse of another color from catching flees with
gloved hands. Whoever wanted to escape with a whole back, would have to
be more than quick and nimble, and swifter than a bird. But there was
nothing he could do. Esben merely kept on saying that he wanted to go to
court and serve the king, for he would not take service with any lesser
master, said he. And he would see to the hares, they could not be much
worse than a herd of goats or of calves. And with that he took his
knapsack and strolled comfortably down the hill.",15,herd,is a,group_of_animals,What is a group of animals called?,Its called a herd.
5,"Then, after some time had passed, the youngest decided to set out to
herd the king's hares, and told his father of his intention. He thought
that would be just the work for him, to loaf about in forest and field,
look for strawberry patches, herd a flock of hares, and lie down and
sleep in the sun between times. His father thought that there was other
work that would suit him better, and that even if he fared no worse than
his brothers, it was quite certain that he would fare no better. Whoever
herded the king's hares must not drag along as though he had lead in
his soles, or like a fly on a limerod. And that when the hares took to
their heels, it was a horse of another color from catching flees with
gloved hands. Whoever wanted to escape with a whole back, would have to
be more than quick and nimble, and swifter than a bird. But there was
nothing he could do. Esben merely kept on saying that he wanted to go to
court and serve the king, for he would not take service with any lesser
master, said he. And he would see to the hares, they could not be much
worse than a herd of goats or of calves. And with that he took his
knapsack and strolled comfortably down the hill.",50,strawberry,is a,sweet_red_fruit,What is a strawberry?,A strawberry is a type of sweet red fruit.
5,"Then, after some time had passed, the youngest decided to set out to
herd the king's hares, and told his father of his intention. He thought
that would be just the work for him, to loaf about in forest and field,
look for strawberry patches, herd a flock of hares, and lie down and
sleep in the sun between times. His father thought that there was other
work that would suit him better, and that even if he fared no worse than
his brothers, it was quite certain that he would fare no better. Whoever
herded the king's hares must not drag along as though he had lead in
his soles, or like a fly on a limerod. And that when the hares took to
their heels, it was a horse of another color from catching flees with
gloved hands. Whoever wanted to escape with a whole back, would have to
be more than quick and nimble, and swifter than a bird. But there was
nothing he could do. Esben merely kept on saying that he wanted to go to
court and serve the king, for he would not take service with any lesser
master, said he. And he would see to the hares, they could not be much
worse than a herd of goats or of calves. And with that he took his
knapsack and strolled comfortably down the hill.",63,sleep,has subevent,dream,What do most people usually do when they are sleeping?,They usually dream when sleeping.
5,"Then, after some time had passed, the youngest decided to set out to
herd the king's hares, and told his father of his intention. He thought
that would be just the work for him, to loaf about in forest and field,
look for strawberry patches, herd a flock of hares, and lie down and
sleep in the sun between times. His father thought that there was other
work that would suit him better, and that even if he fared no worse than
his brothers, it was quite certain that he would fare no better. Whoever
herded the king's hares must not drag along as though he had lead in
his soles, or like a fly on a limerod. And that when the hares took to
their heels, it was a horse of another color from catching flees with
gloved hands. Whoever wanted to escape with a whole back, would have to
be more than quick and nimble, and swifter than a bird. But there was
nothing he could do. Esben merely kept on saying that he wanted to go to
court and serve the king, for he would not take service with any lesser
master, said he. And he would see to the hares, they could not be much
worse than a herd of goats or of calves. And with that he took his
knapsack and strolled comfortably down the hill.",129,fly,is a,insect,What can insects like butterflies and ladybirds do?,They fly.
5,"Then, after some time had passed, the youngest decided to set out to
herd the king's hares, and told his father of his intention. He thought
that would be just the work for him, to loaf about in forest and field,
look for strawberry patches, herd a flock of hares, and lie down and
sleep in the sun between times. His father thought that there was other
work that would suit him better, and that even if he fared no worse than
his brothers, it was quite certain that he would fare no better. Whoever
herded the king's hares must not drag along as though he had lead in
his soles, or like a fly on a limerod. And that when the hares took to
their heels, it was a horse of another color from catching flees with
gloved hands. Whoever wanted to escape with a whole back, would have to
be more than quick and nimble, and swifter than a bird. But there was
nothing he could do. Esben merely kept on saying that he wanted to go to
court and serve the king, for he would not take service with any lesser
master, said he. And he would see to the hares, they could not be much
worse than a herd of goats or of calves. And with that he took his
knapsack and strolled comfortably down the hill.",161,escape,is a,avoidance,How to escape from danger?,You have to avoid dangerous environments.
5,"Then, after some time had passed, the youngest decided to set out to
herd the king's hares, and told his father of his intention. He thought
that would be just the work for him, to loaf about in forest and field,
look for strawberry patches, herd a flock of hares, and lie down and
sleep in the sun between times. His father thought that there was other
work that would suit him better, and that even if he fared no worse than
his brothers, it was quite certain that he would fare no better. Whoever
herded the king's hares must not drag along as though he had lead in
his soles, or like a fly on a limerod. And that when the hares took to
their heels, it was a horse of another color from catching flees with
gloved hands. Whoever wanted to escape with a whole back, would have to
be more than quick and nimble, and swifter than a bird. But there was
nothing he could do. Esben merely kept on saying that he wanted to go to
court and serve the king, for he would not take service with any lesser
master, said he. And he would see to the hares, they could not be much
worse than a herd of goats or of calves. And with that he took his
knapsack and strolled comfortably down the hill.",213,service,is capable of,surprise_customers,What are ways to provide good service?,By helping customers.
6,"After he had wandered a while, and began to feel a proper hunger, he
came to the old woman who was wedged by the nose in the tree-trunk and
who was pulling and jerking away, in order to get loose.

""Good day, mother,"" said Esben, ""and why are you worrying yourself so
with your nose, you poor thing?"" ""No one has called me mother for the
last hundred years,"" said the old woman, ""but come and help me out, and
give me a bite to eat; for I have not had a bit to eat in all that time.
And I will do something for your sake as well,"" said she.

Yes, no doubt she would need something to eat and drink badly, said
Esben.

Then he hewed the tree-trunk apart, so that she got her nose out of the
cleft, sat down to eat, and shared with her. The old woman had a good
appetite, and she received a good half of his provisions.",13,hunger,is a,desire,What is hunger?,Hunger is a compelling desire for food.
6,"After he had wandered a while, and began to feel a proper hunger, he
came to the old woman who was wedged by the nose in the tree-trunk and
who was pulling and jerking away, in order to get loose.

""Good day, mother,"" said Esben, ""and why are you worrying yourself so
with your nose, you poor thing?"" ""No one has called me mother for the
last hundred years,"" said the old woman, ""but come and help me out, and
give me a bite to eat; for I have not had a bit to eat in all that time.
And I will do something for your sake as well,"" said she.

Yes, no doubt she would need something to eat and drink badly, said
Esben.

Then he hewed the tree-trunk apart, so that she got her nose out of the
cleft, sat down to eat, and shared with her. The old woman had a good
appetite, and she received a good half of his provisions.",64,nose,is capable of,smell_things,What is your nose capable of?,It is capable of smelling things.
6,"After he had wandered a while, and began to feel a proper hunger, he
came to the old woman who was wedged by the nose in the tree-trunk and
who was pulling and jerking away, in order to get loose.

""Good day, mother,"" said Esben, ""and why are you worrying yourself so
with your nose, you poor thing?"" ""No one has called me mother for the
last hundred years,"" said the old woman, ""but come and help me out, and
give me a bite to eat; for I have not had a bit to eat in all that time.
And I will do something for your sake as well,"" said she.

Yes, no doubt she would need something to eat and drink badly, said
Esben.

Then he hewed the tree-trunk apart, so that she got her nose out of the
cleft, sat down to eat, and shared with her. The old woman had a good
appetite, and she received a good half of his provisions.",146,drink,has subevent,thirsty,What should you do when you are thirsty?,You should drink more water.
7,"When they were through she gave Esben a whistle which had the power that if he blew into one end, whatever he wished scattered was scattered to all the winds, and when he blew into the other, all came together again. And if the whistle passed from his possession, it would return as soon as he wished it back.

""That is a wonderful whistle!"" thought Esben.",8,whistle,has subevent,communicate,What can whistling be used for?,It can be used for to communicate with others.
7,"When they were through she gave Esben a whistle which had the power that if he blew into one end, whatever he wished scattered was scattered to all the winds, and when he blew into the other, all came together again. And if the whistle passed from his possession, it would return as soon as he wished it back.

""That is a wonderful whistle!"" thought Esben.",24,scatter,is a,spread,What does it mean to scatter?,To scatter means to separate and spread in different directions.
8,"When he came to the castle, they at once took him on as a shepherd. The
place was not bad, he was to have food and wages, and should he manage
to herd the king's hares without losing one of them, he might possibly
win the princess. But if he lost so much as a single hare, and no matter
how small it might be, then they would cut three red strips from his
back, and the king was so sure of his case that he went right off to
whet his knife. It would be a simple matter to herd the hares, thought
Esben. For when they went off they were as obedient as a herd of sheep,
and so long as they were on the common, and in the enclosure, they
even marched in rank and file. But when they reached the forest, and
noon-time came, and the sun burned down on hill and dale, they all took
to their heels and ran away across the hills.",34,manage,has subevent,control,What is needed to manage something?,You need control to manage something.
8,"When he came to the castle, they at once took him on as a shepherd. The
place was not bad, he was to have food and wages, and should he manage
to herd the king's hares without losing one of them, he might possibly
win the princess. But if he lost so much as a single hare, and no matter
how small it might be, then they would cut three red strips from his
back, and the king was so sure of his case that he went right off to
whet his knife. It would be a simple matter to herd the hares, thought
Esben. For when they went off they were as obedient as a herd of sheep,
and so long as they were on the common, and in the enclosure, they
even marched in rank and file. But when they reached the forest, and
noon-time came, and the sun burned down on hill and dale, they all took
to their heels and ran away across the hills.",126,obedient,is the antonym of,dominant,What is the opposite of obedient?,Dominant.
9,"""Hallo, there! So you want to run away!"" called Esben, and blew into one
end of his whistle, and then they scattered the more quickly to all the
ends of the earth. But when he had reached an old charcoal-pit, he blew
into the other end of his whistle, and before he knew it the hares were
back again, and standing in rank and file so he could review them, just
like a regiment of soldiers on the drill-ground.

""That is a splendid whistle!"" thought Esben; lay down on a sunny
hillock, and fell asleep. The hares were left to their own devices, and
played until evening. Then he once more whistled them together, and took
them along to the castle like a herd of sheep.",108,hillock,is a,hill,What is a hillock?,A hillock is a small hill.
9,"""Hallo, there! So you want to run away!"" called Esben, and blew into one
end of his whistle, and then they scattered the more quickly to all the
ends of the earth. But when he had reached an old charcoal-pit, he blew
into the other end of his whistle, and before he knew it the hares were
back again, and standing in rank and file so he could review them, just
like a regiment of soldiers on the drill-ground.

""That is a splendid whistle!"" thought Esben; lay down on a sunny
hillock, and fell asleep. The hares were left to their own devices, and
played until evening. Then he once more whistled them together, and took
them along to the castle like a herd of sheep.",112,asleep,causes,dream,What happens when you are asleep?,You start to dream.
9,"""Hallo, there! So you want to run away!"" called Esben, and blew into one
end of his whistle, and then they scattered the more quickly to all the
ends of the earth. But when he had reached an old charcoal-pit, he blew
into the other end of his whistle, and before he knew it the hares were
back again, and standing in rank and file so he could review them, just
like a regiment of soldiers on the drill-ground.

""That is a splendid whistle!"" thought Esben; lay down on a sunny
hillock, and fell asleep. The hares were left to their own devices, and
played until evening. Then he once more whistled them together, and took
them along to the castle like a herd of sheep.",142,castle,is a,large_building,What is a castle?,It is a large building where nobleman and kings live.
10,"The king and queen and the princess, too, stood in the hall-way, and
wondered what sort of a fellow this was, who could herd hares without
losing a single one. The king reckoned and added them up, and counted
with his fingers, and then added them up again; but not even the
teeny-weeniest hare was missing. ""He is quite a chap, he is,"" said the
princess.

The following day he again went to the forest, and herded his hares. But
while he lay in all comfort beside a strawberry patch, they sent out the
chamber-maid from the castle to him, and she was to find out how he
managed to herd the king's hares.",6,princess,is a,royalty,Who is a princess?,A princess is the daughter of the morarch.
10,"The king and queen and the princess, too, stood in the hall-way, and
wondered what sort of a fellow this was, who could herd hares without
losing a single one. The king reckoned and added them up, and counted
with his fingers, and then added them up again; but not even the
teeny-weeniest hare was missing. ""He is quite a chap, he is,"" said the
princess.

The following day he again went to the forest, and herded his hares. But
while he lay in all comfort beside a strawberry patch, they sent out the
chamber-maid from the castle to him, and she was to find out how he
managed to herd the king's hares.",37,reckon,has subevent,estimate,What does it mean to reckon?,To reckon means to estimate the number.
10,"The king and queen and the princess, too, stood in the hall-way, and
wondered what sort of a fellow this was, who could herd hares without
losing a single one. The king reckoned and added them up, and counted
with his fingers, and then added them up again; but not even the
teeny-weeniest hare was missing. ""He is quite a chap, he is,"" said the
princess.

The following day he again went to the forest, and herded his hares. But
while he lay in all comfort beside a strawberry patch, they sent out the
chamber-maid from the castle to him, and she was to find out how he
managed to herd the king's hares.",101,comfort,is a,good_feeling,What is the feeling of comfort?,"It is a good, content feeling."
11,"He showed her his whistle, and blew into one end, and all the hares
darted away across the hills in all directions, and then he blew into
the other, and they came trotting up from all sides, and once more stood
in rank and file. ""That is a wonderful whistle,"" said the chamber-maid.
She would gladly give him a hundred dollars, if he cared to sell it.

""Yes, it is a splendid whistle,"" said Esben, ""and I will not sell it for
money. But if you give me a hundred dollars, and a kiss with every
dollar to boot, then I might let you have it.""

Yes, indeed, that would suit her right down to the ground; she would
gladly give him two kisses with every dollar, and feel grateful,
besides.",16,dart,has subevent,lunge,How do you dart something?,You try to lunge away.
11,"He showed her his whistle, and blew into one end, and all the hares
darted away across the hills in all directions, and then he blew into
the other, and they came trotting up from all sides, and once more stood
in rank and file. ""That is a wonderful whistle,"" said the chamber-maid.
She would gladly give him a hundred dollars, if he cared to sell it.

""Yes, it is a splendid whistle,"" said Esben, ""and I will not sell it for
money. But if you give me a hundred dollars, and a kiss with every
dollar to boot, then I might let you have it.""

Yes, indeed, that would suit her right down to the ground; she would
gladly give him two kisses with every dollar, and feel grateful,
besides.",36,trot,has subevent,walk,What does it mean to trot?,"To trot means to walk in small, fast paces."
